"ID","ISDELETED","MASTERRECORDID","NAME","PARENTID","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","BILLINGCOUNTRY","BILLINGLATITUDE","BILLINGLONGITUDE","BILLINGADDRESS","SHIPPINGSTREET","SHIPPINGCITY","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGCOUNTRY","SHIPPINGLATITUDE","SHIPPINGLONGITUDE","SHIPPINGADDRESS","PHONE","FAX","WEBSITE","PHOTOURL","DESCRIPTION","SITE","OWNERID","CREATEDDATE","CREATEDBYID","LASTMODIFIEDDATE","LASTMODIFIEDBYID","SYSTEMMODSTAMP","LASTACTIVITYDATE","LASTVIEWEDDATE","LASTREFERENCEDDATE","JIGSAWCOMPANYID","BVN_TYPE__C","BVN_INDUSTRY__C"
"00120000009MjMbAAK","false","","Austcorp Australia","001D000000oIMxkIAG","PO Box 567","St Leonards","NSW","2065","","","","","PO Box 567","St Leonards","NSW","2065","","","","","02 9338 3222","02 9338 3200","www.austcorp.com.au","","","Sydney","005D0000001bIi2IAE","2008-03-13T02:09:11.000Z","00520000000wb76AAA","2012-03-06T02:39:59.000Z","005D0000001bIi2IAE","2012-03-06T02:39:59.000Z","","","","","",""
"00120000009MjNLAA0","false","","UDIA Development Institude of Australia","","Level 17
141 Queen Street","Brisbane","QLD","4000","","","","","Level 17
141 Queen Street","Brisbane","QLD","4000","","","","","07 3229 1589","07 3229 7857","www.udia.com.au","","","Queensland","005D0000001bIi2IAE","2008-03-13T02:55:10.000Z","00520000000wb76AAA","2011-12-07T01:14:08.000Z","005D0000001aI8pIAE","2011-12-07T01:14:08.000Z","","","","","",""
"00120000009MjOwAAK","false","","Babcock & Brown Australia Pty Ltd","","Level 4
241 Castlereagh Street","Sydney","NSW","2000","","","","","Level 4
241 Castlereagh Street","Sydney","NSW","2000","","","","","02 9336 7500","02 9261 3329","www.babcockbrown.com","","","Sydney","005D0000001bIi2IAE","2008-03-13T02:26:23.000Z","00520000000wb76AAA","2011-12-07T01:13:55.000Z","005D0000001aI8pIAE","2011-12-07T01:13:56.000Z","","","","","",""
"00120000009MjPGAA0","false","","Babcock & Brown Australia Pty Ltd","00120000009MjOwAAK","Level 25, Waterfront Place, 1 Eagle Street","Brisbane","QLD","4000","","","","","Level 25, Waterfront Place, 1 Eagle Street","Brisbane","QLD","4000","","","","","07 3229 1200","02 3221 5979","www.babcockbrown.com","","","Brisbane","005D0000001bIi2IAE","2008-03-13T02:28:28.000Z","00520000000wb76AAA","2011-12-07T01:13:55.000Z","005D0000001aI8pIAE","2011-12-07T01:13:56.000Z","","","","","Client;Property Developer/Owner","Property"
"00120000009N69wAAC","false","","Steelcase Australia Pty Ltd","001D000000ru5g2IAA","Suite 4
Level 2
640 Burke Street","Melbourne","VIC","3000","","","","","Suite 4
Level 2
640 Burke Street","Melbourne","VIC","3000","","","","","03 9670 1555","","www.steelcase.com","","","Melbourne","005D0000001bIi2IAE","2008-03-17T00:14:54.000Z","00520000000wb71AAA","2013-09-12T03:55:39.000Z","005D0000002EqAjIAK","2013-09-12T03:55:39.000Z","","2013-09-12T03:55:39.000Z","2013-09-12T03:55:39.000Z","","Supplier","Architecture and Design"
"00120000009N7BoAAK","false","","Australasian CRC for Interaction Design (ACID)","","Level 3, Rm 312
Z1 'The Works' 
Musk Avenue","Kelvin Grove","QLD","4059","","","","","Level 3, Rm 312
Z1 'The Works' 
Musk Avenue","Kelvin Grove","QLD","4059","","","","","07 3337 7839","07 3337 7834","www.acid.net.au","","","Brisbane","005D0000001bIi2IAE","2008-03-17T01:45:58.000Z","00520000000wb76AAA","2011-12-07T01:13:55.000Z","005D0000001aI8pIAE","2011-12-07T01:13:56.000Z","","","","","Client","Other"
"00120000009N7D1AAK","false","","Griffith University","001D000000rtwu5IAA","Logan campus Griffith University
University Drive","Meadowbrook","QLD","4131","","","","","Logan campus Griffith University
University Drive","Meadowbrook","QLD","4131","","","","","07 3735 7111","","www.griffith.edu.au","","","Logan Campus","005D0000001bIi2IAE","2008-03-17T01:53:27.000Z","00520000000wb76AAA","2012-06-19T01:12:14.000Z","005D0000001bPy2IAE","2012-06-19T01:12:14.000Z","","","","","Client;University","Education"
"00120000009N7mJAAS","false","","RPS Group Australia","","PO Box 149","Wurtulla","QLD","4575","","","","","1 Innovation Parkway","Birtinya","QLD","4575","","","","","07 5436 7888","07 5493 6630","www.rpsgroup.com.au","","Formerly PMM","Sunshine Coast","005D0000001bIi2IAE","2008-03-17T05:52:05.000Z","00520000000wb71AAA","2013-09-12T03:55:39.000Z","005D0000002EqAjIAK","2013-09-12T03:55:39.000Z","","2013-09-12T03:55:39.000Z","2013-09-12T03:55:39.000Z","","Project consultant",""
"00120000009N7rdAAC","false","","Blake Dawson","","Level 36,Grosvenor Place
225 George Street","Sydney","NSW","2000","","","","","","","","","","","","","02 9258 6000","02 9258 6999","www.blakedawson.com","","","Sydney","005D0000001bIi2IAE","2008-03-17T06:24:01.000Z","00520000000wb71AAA","2013-09-12T03:55:26.000Z","005D0000002EqAjIAK","2013-09-12T03:55:26.000Z","","","","","Other","Legal"
"00120000009NOl6AAG","false","","Property Transactions","","PO Box 689","Brisbane","QLD","4000","","","","","178 Albion Road","Windsor","QLD","4030","","","","","07 3317 7989","07 3221 8098","No website","","type classification from Kevin Murphy - PA","Brisbane","005D0000001bIi2IAE","2008-03-19T07:06:28.000Z","00520000000wb76AAA","2011-12-07T01:14:08.000Z","005D0000001aI8pIAE","2011-12-07T01:14:08.000Z","","","","","",""
"00120000009Nok0AAC","false","","Australia Council for the Arts","","PO Box 788","Strawberry Hills","NSW","2012","","","","","372 Elizabeth Street(cnr Cooper Street)","Surry Hills","NSW","2012","","","","","02 9215 9000","02 9215 9111","www.australiacouncil.gov.au","","","Sydney","005D0000001bIi2IAE","2008-03-25T02:49:44.000Z","00520000000wb76AAA","2011-12-07T01:13:55.000Z","005D0000001aI8pIAE","2011-12-07T01:13:56.000Z","","","","","Other",""
"00120000009NopzAAC","false","","Canberra CBD Ltd","","GPO Box 577","Canberra City","ACT","2601","","","","","GPO Box 577","Canberra City","ACT","2601","","","","","0406 376 756","","www.inthecitycanberra.com.au","","No Physical Address as of Yet","Canberra","005D0000001bPy2IAE","2008-03-25T03:32:51.000Z","00520000000wkO6AAI","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Client","Property"
"00120000009Noq0AAC","false","","Inside Cinema","","880 Lorimer Street, 3R","Brooklyn","New York","11222","USA","","","","880 Lorimer Street, 3R","Brooklyn","New York","11222","USA","","","","+1 718 389 4245","","www.insidecinema.net","","","USA","005D0000001bPy2IAE","2008-03-25T03:36:07.000Z","00520000000wkO6AAI","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","2014-12-15T03:25:02.000Z","2014-12-15T03:25:02.000Z","","Graphic/Industrial Designer","Architecture and Design"
"00120000009OQ4VAAW","false","","Clayton Utz","001D000000rO0n4IAC","GPO Box 55","Brisbane","QLD","4001","","","","","Level 28 ,Riparian Plaza
71 Eagle Street","Brisbane","QLD","4000","","","","","07 3292 7000","07 3221 9669","www.claytonutz.com","","","Brisbane","005D0000001bIi2IAE","2008-03-27T23:44:26.000Z","00520000000wb76AAA","2012-06-13T04:53:43.000Z","005D0000001bXCwIAM","2012-06-13T04:53:43.000Z","","","","","Personal contact","Legal"
"00120000009oReUAAU","false","","Lend Lease Design","","Level 7
30 The Bond
30 Hickson Road","Millers Point","NSW","2000","","","","","Level 7
30 The Bond
30 Hickson Road","Millers Point","NSW","2000","","","","","02 9236 5111","02 9383 8124","www.lendlease.com","","","Sydney","00520000000zWmAAAU","2008-04-02T06:13:55.000Z","00520000000whHFAAY","2013-09-05T05:53:56.000Z","005D0000001bIi2IAE","2013-09-05T05:53:56.000Z","","","","","Architect/Interior Designer","Architecture and Design"
"00120000009ow0HAAQ","false","","Fooks Martin Sandow Anson Pty Ltd (FMSA)","","182 Chapel Street","North Melbourne","VIC","3051","","","","","182 Chapel Street","North Melbourne","VIC","3051","","","","","03 9329 6555","03 9328 4909","www.fmsa.com.au","","","Melbourne","005D0000001bPy2IAE","2008-04-04T04:00:01.000Z","00520000000wkO6AAI","2011-12-06T23:24:10.000Z","005D0000001aI8pIAE","2011-12-06T23:24:10.000Z","","","","","Architect/Interior Designer;Project consultant","Architecture and Design"
"00120000009ow3eAAA","false","","L M Jones - Property Pty Ltd","","22 Newry Street Carlton","North Victoria","VIC","3054","","","","","22 Newry Street Carlton","North Victoria","VIC","3054","","","","","03 9347 6747","","No website","","","Melbourne","00520000000zWmAAAU","2008-04-04T04:37:37.000Z","00520000000whHFAAY","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","",""
"00120000009ow7YAAQ","false","","Denton Corker Marshall","001D000000ruCahIAE","49 Exhibition Street","Melbourne","VIC","3000","","","","","49 Exhibition Street","Melbourne","VIC","3000","","","","","03 9012 3600","03 9012 3601","www.dentoncorkermarshall.com","","","Melbourne","00520000000zWmAAAU","2008-04-04T05:18:36.000Z","00520000000whHFAAY","2012-06-21T00:40:58.000Z","005D0000001bXCwIAM","2012-06-21T00:40:58.000Z","","","","","Architect/Interior Designer","Architecture and Design"
"00120000009ow7ZAAQ","false","","Cummins South Pacific","","2 Caribbean Drive","Scoresby","VIC","3179","","","","","2 Caribbean Drive","Scoresby","VIC","3179","","","","","03 9765 3222","03 9763 0079","www.cummins.com","","","Melbourne-Regional Corporate Office","00520000000zWmAAAU","2008-04-04T05:45:58.000Z","00520000000whHFAAY","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","",""
"00120000009pCPsAAM","false","","Dummy Account (HQ)","","123 George Street","","NSW","","","","","","123 George Street","","NSW","","","","","","","","","","","Sydney","00520000000xPN0AAM","2008-04-07T00:20:30.000Z","00520000000xPN0AAM","2008-04-07T00:20:30.000Z","00520000000xPN0AAM","2008-04-07T00:43:19.000Z","2008-04-07","","","","",""
"00120000009pCPtAAM","false","","Dummy Account (Subsidiary)","00120000009pCPsAAM","","","","","","","","","","","","","","","","","","","","","","Brisbane","00520000000xPN0AAM","2008-04-07T00:23:03.000Z","00520000000xPN0AAM","2008-04-07T00:23:03.000Z","00520000000xPN0AAM","2008-04-07T00:23:03.000Z","","","","","",""
"00120000009pD2vAAE","false","","_BVN Missing in Action","","","","","","","","","","","","","","","","","","","","","","","","00520000000sqhLAAQ","2008-04-07T02:14:47.000Z","00520000000sqhLAAQ","2012-11-22T06:02:27.000Z","00520000000wkOBAAY","2014-12-10T05:38:52.000Z","2010-03-04","","","","Other","Other"
"00120000009pD9HAAU","false","","Cape Bouvard Investments Pty Ltd","","Locked Bag 21","Cloisters Square","WA","6850","","","","","Level 5
181 St Georges Tce","Perth","WA","6000","","","","","08 9429 3400","08 9429 3445","www.capebouvard.com","","","Perth","005D0000001bIi2IAE","2008-04-07T02:46:11.000Z","00520000000wb76AAA","2011-12-07T01:13:55.000Z","005D0000001aI8pIAE","2011-12-07T01:13:56.000Z","","","","","Client;Property Developer/Owner","Property"
"00120000009pDLmAAM","false","","asdfasdfa","","","","","","","","","","","","","","","","","","","","","","","Test Account","00520000000xPN0AAM","2008-04-07T04:41:09.000Z","00520000000xPN0AAM","2008-07-02T06:06:40.000Z","00520000000xQUYAA2","2008-07-02T06:06:40.000Z","","","","","",""
"00120000009pgPGAAY","false","","Kairiki Energy","","Suite 3
Churchill Court
331-335 Hay Street","Subiaco","WA","6008","","","","","Suite 3
Churchill Court
331-335 Hay Street","Subiaco","WA","6008","","","","","08 9388 8711","08 9388 6744","www.kairikienergy.com","","","Perth","00520000000zWmAAAU","2008-04-09T00:18:32.000Z","00520000000wb6mAAA","2010-05-20T23:20:51.000Z","00520000000wb6wAAA","2010-05-20T23:20:51.000Z","","","","","Client","Resources"
"00120000009pgeQAAQ","false","","Bilfinger Berger Project Investments Pty Ltd","001D000000oKUD7IAO","Level 22
111 Pacific Highway","North Sydney","NSW","2060","","","","","Level 22
111 Pacific Highway","North Sydney","NSW","2060","","","","","02 9923 3300","02 9460 2210","www.pi.bilfinger.com","","","Sydney","00520000000zWmAAAU","2007-09-19T03:07:52.000Z","00520000000sqhLAAQ","2012-05-29T05:16:04.000Z","005D0000001bXCwIAM","2012-05-29T05:16:04.000Z","2008-04-18","","","","Client","Finance;Property"
"00120000009qaHfAAI","false","","Cardno","001D000000rRX7QIAW","Locked Bag 4006","Fortitude Valley","QLD","4006","","","","","Green Square
515 St Paul's Terrace","Fortitude Valley","QLD","4006","","","","","07 3369 9822","07 3369 9722","www.cardno.com.au","","","Head Office","00520000000xQUYAA2","2008-04-15T23:56:34.000Z","00520000000xQUYAA2","2012-06-12T02:51:41.000Z","005D0000001bXCwIAM","2012-06-12T02:51:41.000Z","","","","","Project consultant","Architecture and Design"
"0012000000ADyJvAAL","false","","Deakin University","","Geelong Campus at Waurn Ponds
Pigdons Road","Waurn Ponds","VIC","3217","","","","","Geelong Campus at Waurn Ponds
Pigdons Road","Waurn Ponds","VIC","3217","","","","","03 5227 2359","03 5227 2166","www.deakin.edu.au","","","Geelong","00520000000zWmAAAU","2008-04-21T01:11:12.000Z","00520000000wb6mAAA","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","University","Education"
"0012000000ADyLhAAL","false","","Fusion Publishing","","Schlesische Strasse 27","","Berlin","10997","Germany","","","","Schlesische Strasse 27","","Berlin","10997","Germany","","","","+49 0 30 616 228 816","+49 0 30 616 228 888","www.fusion-publishing.com","","","Germany","005D0000001bIi2IAE","2008-04-21T01:29:00.000Z","00520000000wb76AAA","2011-12-07T01:13:55.000Z","005D0000001aI8pIAE","2011-12-07T01:13:56.000Z","","","","","Media",""
"0012000000ADyLiAAL","false","","Fushion Publishing","0012000000ADyLhAAL","2, Chemin des","Tourterelles","Sainte Maxime","83120","France","","","","","","","","","","","","+33 4 94 561312","","","","","France","005D0000001bIi2IAE","2008-04-21T01:31:46.000Z","00520000000wb76AAA","2011-12-07T01:13:55.000Z","005D0000001aI8pIAE","2011-12-07T01:13:56.000Z","","","","","Media",""
"0012000000AED0zAAH","false","","Turner & Townsend","","12th Floor,Metlife Centre
Coen Steytler Avenue","Cape Town","","8001","South Africa","","","","12th Floor,Metlife Centre
Coen Steytler Avenue","Cape Town","","8001","South Africa","","","","+27 21 421 7001","+27 21 421 7002","www.turnerandtownsend.com","","","South Africa","00520000000xQUYAA2","2008-04-23T03:02:10.000Z","00520000000xQUYAA2","2010-05-21T00:30:50.000Z","00520000000wb6wAAA","2010-05-21T00:30:50.000Z","","","","","Project consultant","Other"
"0012000000AEDkEAAX","false","","Aurecon","001D000000oIN1jIAG","Room 5B, Level 5
No 1033 Zhao Jia Bang Road, Xujiahui International Building","Shanghai","","200030","CHINA","","","","Room 5B, Level 5
No 1033 Zhao Jia Bang Road, Xujiahui International Building","Shanghai","","200030","CHINA","","","","+86 21 2407 3688","+86 21 3461 3595","http://www.aurecon.com.au/","","Formerly Connell Wagner","China","00520000000xQUYAA2","2008-04-23T07:16:56.000Z","00520000000xQUYAA2","2012-03-06T02:36:10.000Z","005D0000001bIi2IAE","2012-03-06T02:36:10.000Z","","","","","",""
"0012000000AEqqRAAT","false","","Sinclair Knight Merz","001D000000ru5fTIAQ","590 Orrong Road","Armadale","VIC","3143","","","","","590 Orrong Road","Armadale","VIC","3143","","","","","03 9248 3100","03 9500 1180","www.skmcomsulting.com","","","Melbourne","00520000000xQUYAA2","2008-04-29T01:55:52.000Z","00520000000xQUYAA2","2012-06-19T22:56:07.000Z","005D0000001bPy2IAE","2012-06-19T22:56:07.000Z","","","","","Project consultant","Property"
"0012000000AEquSAAT","false","","Aurecon","001D000000oIN1jIAG","Villa 9/1. Street No.10
Al Dhafra","Abu Dhabi","","","United Arab Emirates","","","","Villa 9/1. Street No.10
Al Dhafra","Abu Dhabi","","","United Arab Emirates","","","","+971 2 642 3136","+971 2 642 8304","http://www.aurecon.com.au/","","Formerly Connell Wagner","UAE","00520000000xQUYAA2","2008-04-29T02:29:22.000Z","00520000000xQUYAA2","2012-03-06T02:36:38.000Z","005D0000001bIi2IAE","2012-03-06T02:36:38.000Z","","","","","Project consultant","Property"
"0012000000AF0PZAA1","false","","Prudentia Investments","","Level 1
70 Dorcas St","Southbank","VIC","3006","","","","","Level 1
70 Dorcas St","Southbank","VIC","3006","","","","","03 9864 8600","03 9682 6366","www.prudentiainv.com","","","Melbourne","00520000000wb6mAAA","2008-04-29T23:36:26.000Z","00520000000wb6mAAA","2008-08-05T04:43:34.000Z","00520000000xgBtAAI","2008-08-05T04:43:34.000Z","","","","","Property Developer","Property"
"0012000000AF0VDAA1","false","","A+U","","2-31-2 Yushima
Bunkyo-ku","Tokyo","","113-0034","Japan","","","","2-31-2 Yushima
Bunkyo-ku","Tokyo","","113-0034","Japan","","","","+81 3 3816 2935","+81 3 3816 2937","www.japan-architect.co.jp","","Editor in Chief/Publisher - Nobuyuki Yoshida
Senior Editors - Kenji Yoshida, Tomohisa Miyauchi","Japan","00520000000zWmAAAU","2008-04-30T00:44:38.000Z","00520000000wb6mAAA","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","Media",""
"0012000000AF64MAAT","false","","Media 10 Ltd","","National House
121-123 High Street","Epping","","CM16 4BD","United Kingdom","","","","National House
121-123 High Street","Epping","","CM16 4BD","United Kingdom","","","","+44 1992 570030","+44 1992 570031","www.media-ten.com","","","UK","00520000000zWmAAAU","2008-04-30T06:00:44.000Z","00520000000wb6mAAA","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","Media","Architecture and Design"
"0012000000AF7pBAAT","false","","Emap Construct","","Greater London House
Hampstead Road","London","","NW1 7EJ","United Kingdom","","","","Greater London House
Hampstead Road","London","","NW1 7EJ","United Kingdom","","","","020 7728 5000","","www.emap.com","","","London","00520000000zWmAAAU","2008-04-30T06:18:55.000Z","00520000000wb6mAAA","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","Media",""
"0012000000AF7pCAAT","false","","Frame","","Lijnbaansgracht 87","Amsterdam","","NL-1015 GZ","Netherlands","","","","","","","","","","","","+31 20 423 3717","+31 20 428 0653","www.framemag.com","","","Netherlands","00520000000zWmAAAU","2008-04-30T06:38:46.000Z","00520000000wb6mAAA","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","Media","Architecture and Design"
"0012000000AF7tfAAD","false","","Institut fur internationale Architektur-Dokumentation GmbH & Co. KG","","Sonnenstrasse 17","Munich","","80331","Germany","","","","Sonnenstrasse 17","Munich","","80331","Germany","","","","+49 (0) 89 38 16 20-0","+49 (0) 89 39 86 70","www.detail.de/english","","","Germany","00520000000zWmAAAU","2008-04-30T07:14:53.000Z","00520000000wb6mAAA","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","Media",""
"0012000000AFcQlAAL","false","","Hartom Properties","","38 Birkley Road","Manly","NSW","2095","","","","","38 Birkley Road","Manly","NSW","2095","","","","","","","","","No website.Can not find any more information.","Sydney","005D0000001bIi2IAE","2008-05-05T02:49:10.000Z","00520000000wb71AAA","2013-09-12T03:55:26.000Z","005D0000002EqAjIAK","2013-09-12T03:55:26.000Z","","","","","",""
"0012000000AFcg0AAD","false","","AMP","","Level 6
33 Alfred Street","Sydney","NSW","2000","","","","","Level 6
33 Alfred Street","Sydney","NSW","2000","","","","","02 9257 2004","02 9257 2047","www.amp.com.au","","","Sydney","005D0000001bIi2IAE","2008-05-05T05:26:47.000Z","00520000000wb71AAA","2013-09-12T03:55:26.000Z","005D0000002EqAjIAK","2013-09-12T03:55:26.000Z","","","","","",""
"0012000000AG1zJAAT","false","","Wellington Capital Limited","","GPO Box 694","Brisbane","QLD","4001","","","","","Level 22, 307 Queen Street","Brisbane","QLD","4000","","","","","07 3009 9800","07 3009 9893","www.wellcap.com.au","","Merchant bank with property focus","Brisbane","00520000000wb6mAAA","2008-05-05T23:29:28.000Z","00520000000wb6mAAA","2010-08-16T05:08:21.000Z","00520000001VGeLAAW","2010-08-16T05:08:21.000Z","","","","","Client;Project Manager","Finance;Property"
"0012000000AG1zTAAT","false","","Mortgage Achievers","","Level 8
124 Exhibition Street","Melbourne","VIC","3000","","","","","Level 8
124 Exhibition Street","Melbourne","VIC","3000","","","","","03 9654 1616","03 9654 1662","www.mortgageachievers.com.au","","","Melbourne","00520000000wb6mAAA","2008-05-05T23:23:24.000Z","00520000000wb6mAAA","2008-07-02T07:14:48.000Z","00520000000xQUYAA2","2008-07-02T07:14:48.000Z","","","","","",""
"0012000000AG21ZAAT","false","","UCI","","700 Spencer Street","West Melbourne","VIC","3003","","","","","700 Spencer Street","West Melbourne","VIC","3003","","","","","03 8379 0200","03 8379 0255","www.uci.com.au","","","Melbourne","00520000000wb6mAAA","2008-05-05T23:52:21.000Z","00520000000wb6mAAA","2008-07-23T03:12:32.000Z","00520000000wb71AAA","2008-07-23T03:12:32.000Z","","","","","",""
"0012000000AG22SAAT","false","","Hill McGlynn Australia","","Ground Floor
476 St Kilda Road","Melbourne","VIC","3004","","","","","Ground Floor
476 St Kilda Road","Melbourne","VIC","3004","","","","","03 9869 5600","03 9869 5699","www.hillmcglynn.com.au","","","Melbourne","00520000000zWmAAAU","2008-05-06T00:00:55.000Z","00520000000wb6mAAA","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","",""
"0012000000AG22TAAT","false","","LDP","","213-217 Palmer Street","Darlinghurst","NSW","2010","","","","","213-217 Palmer Street","Darlinghurst","NSW","2010","","","","","02 9360 9250","02 9360 9296","www.ldp.net","","Lighting Design Partnership","Darlinghurst","00520000000zWmAAAU","2008-05-06T00:04:06.000Z","00520000000wb6mAAA","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","",""
"0012000000AG2PcAAL","false","","Eness Electronic Miracles","001D000000ruD1aIAE","Level 1
127 Greville Street","Prahran","VIC","3181","","","","","Level 1
127 Greville Street","Prahran","VIC","3181","","","","","03 9521 5521","","www.eness.com.au","","","Melbourne","00520000000zWmAAAU","2008-05-06T02:37:08.000Z","00520000000wb6mAAA","2012-06-21T07:10:12.000Z","005D0000001bXCwIAM","2012-06-21T07:10:12.000Z","","","","","Project consultant","Architecture and Design"
"0012000000AG2PwAAL","false","","Brown & Tomkinson","001D000000rOo7UIAS","Level 2, 55 Southbank Boulevard","Southbank","Victoria","3006","","","","","","","","","","","","","03 9203 9000","03 9203 9099","www.browntomkinson.com.au","","Formerly : Tomkinson","Melbourne","00520000000zWmAAAU","2008-05-06T02:41:12.000Z","00520000000wb6mAAA","2012-05-29T07:05:49.000Z","005D0000001bXCwIAM","2012-05-29T07:05:49.000Z","","","","","Project consultant","Property"
"0012000000AG2fUAAT","false","","MLC","","PO BOX 200","North Sydney","NSW","2059","","","","","level 3, 105-153 Miller Street","North Sydney","NSW","2060","","","","","","","www.mlc.com.au","","","","00520000000zWmAAAU","2008-05-06T03:52:27.000Z","00520000000wb6mAAA","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","Business consultant;Client","Finance"
"0012000000AG2fVAAT","false","","Synergie 7","","PO Box 7218","Beaumaris","VIC","3193","","","","","8 Hugo Street","Beaumaris","VIC","3000","","","","","03 9515 0122","","www.synergie7.com","","","Melbourne","005D0000001aGzhIAE","2008-05-06T04:01:03.000Z","00520000000wb6mAAA","2012-04-10T00:24:56.000Z","005D0000001aGzhIAE","2012-04-10T00:24:56.000Z","","","","","",""
"0012000000AG2hQAAT","false","","Cube","","Level 1
97 Swan Street","Richmond","VIC","3121","","","","","Level 1
97 Swan Street","Richmond","VIC","3121","","","","","03 9671 3212","03 9671 3213","www.cubeco.com.au","","Interiors architecture consulting","Melbourne","00520000000zWmAAAU","2008-05-06T04:10:32.000Z","00520000000wb6mAAA","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","Architect/Interior Designer","Architecture and Design"
"0012000000AG2hRAAT","false","","Green Media","","Level 2
60 Leicester Street","Carlton","VIC","3053","","","","","Level 2
60 Leicester Street","Carlton","VIC","3053","","","","","03 9341 8100","03 9341 8199","","","Green Media has no website.Daniel actually works from the offices of Environment Victoria. www.envict.org.au.","Melbourne","00520000000zWmAAAU","2008-05-06T04:13:36.000Z","00520000000wb6mAAA","2009-02-24T22:46:04.000Z","00520000000rL8NAAU","2009-02-24T22:46:04.000Z","","","","","",""
"0012000000AG2hSAAT","false","","Principals","","Level 1
58 Lower Fort Street","Sydney","NSW","2000","","","","","Level 1
58 Lower Fort Street","Sydney","NSW","2000","","","","","02 9251 3833","","www.principals.com.au","","Branding specialists","Sydney","00520000000wb6mAAA","2008-05-06T04:21:53.000Z","00520000000wb6mAAA","2012-04-10T00:29:26.000Z","005D0000001aGzhIAE","2012-04-10T00:29:26.000Z","","","","","Graphic/Industrial Designer","Other"
"0012000000AG2hfAAD","false","","Corporate Culture Australia","001D000000rtNCqIAM","680 Elizabeth Street","Melbourne","VIC","3000","","","","","680 Elizabeth Street","Melbourne","VIC","3000","","","","","03 9066 1177","03 9066 1199","www.corporateculture.com.au","","Furniture","Melbourne","00520000000zWmAAAU","2008-05-06T04:16:45.000Z","00520000000wb6mAAA","2012-06-18T00:58:56.000Z","005D0000001bPy2IAE","2012-06-18T00:58:56.000Z","","","","","Supplier","Architecture and Design"
"0012000000AG2isAAD","false","","Volksbank Vorarlberg","","Ringstrabe 27","AT 6830 Rankweil","","","Austria","","","","Ringstrabe 27","Rankweil","","6830","Austria","","","","+43 055 22 4040","+43 055 22 404 100","www.volksbank-vorarlberg.at","","","Austria","00520000000wb6mAAA","2008-05-06T04:28:55.000Z","00520000000wb6mAAA","2008-08-13T06:41:41.000Z","00520000000xQUYAA2","2008-08-13T06:41:41.000Z","","","","","","Finance"
"0012000000AG9mYAAT","false","","Thinc Projects","001D000000ru5uUIAQ","67 King Street","Perth","WA","6000","","","","","67 King Street","Perth","WA","6000","","","","","08 9486 7700","08 9486 7770","www.thinc.com.au","","","Perth","005D0000001bIi2IAE","2008-05-07T05:34:21.000Z","00520000000wb71AAA","2013-09-12T03:55:39.000Z","005D0000002EqAjIAK","2013-09-12T03:55:39.000Z","","2013-09-12T03:55:39.000Z","2013-09-12T03:55:39.000Z","","Project Manager","Architecture and Design;Property"
"0012000000AGzvWAAT","false","","Cundall","00120000008vRmyAAE","Level 1
147 Wharf Street","Brisbane","QLD","4000","","","","","Level 1
147 Wharf Street","Brisbane","QLD","4000","","","","","07 3414 4600","07 3414 4601","www.cundall.com.au","","","Brisbane","005D0000001bIi2IAE","2008-05-12T00:44:06.000Z","00520000000wb76AAA","2011-12-07T01:13:55.000Z","005D0000001aI8pIAE","2011-12-07T01:13:56.000Z","","","","","",""
"0012000000AH05jAAD","false","","Norman Disney & Young","001D000000rtxCCIAY","Level 1
60 Miller Street","North Sydney","NSW","2060","","","","","Level 1
60 Miller Street","North Sydney","NSW","2060","","","","","02 9928 6800","02 9955 6900","www.ndy.com","","","Sydney","00520000000xQUYAA2","2008-05-12T02:40:27.000Z","00520000000xQUYAA2","2012-06-19T05:46:38.000Z","005D0000001bPy2IAE","2012-06-19T05:46:38.000Z","","","","","Project consultant","Other"
