,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,VisionClientID,EpicorCustomerID,ClientNumber,Name,Type,Status,WebSite,Memo,CurrentStatus,ClientInd,VendorInd,LinkedVendor,VisionClientAddressID,AddressDescription,Address2,Address3,Address4,City,State,Zip,Country,Phone,FAX,GoogleAddress,GooglePhone,googleExtras,googled
606,606,606,606,ADMIN486509638473,BENNEL20,529,Bennelong Group,,A,,,Existing,Y,N,,08F98734-1C79-4CA0-85C1-BFB7FC0933A2,Default,,,,Melbourne,VIC,3000,AU,,,,,,
607,607,607,607,ADMIN486509638474,BILFIN30,532,Billfinger Berger,,A,,,Existing,Y,N,,C3C5FCE8-D2D4-4B8D-AD52-B35E9CF6B5A8,Default,,,,Melbourne,VIC,3000,AU,,,,,,
608,608,608,608,ADMIN486509638475,BLDCOM40,534,Building Commission,,A,,,Existing,Y,N,,B350D8E0-8763-436C-BA02-DABD5B606A31,Default,2 Lonsdale Street,,,Melbourne,VIC,3000,AU,,,,,,
609,609,609,609,ADMIN486509638476,BAKERV40,550,Baker & McKenzie,,A,,,Existing,Y,N,,F2A9076B-F446-4AE5-A61B-0B77DC2C4B3B,Default,,,,Melbourne,VIC,,AU,396174389,,,,,
610,610,610,610,ADMIN486509638477,BASSOM40,555,Basso Project Management,,A,,,Existing,Y,N,,FB5128E4-1EC0-4065-9622-8FCB9C626753,Default,,,,Melbourne,VIC,,AU,396818908,,,,,
611,611,611,611,ADMIN486509638478,ASHMOR40,569,Ashe morgan Property,,A,,,Existing,Y,N,,892195DA-80A9-44FB-9621-B52D3C9C752A,Default,,,,Melbourne,VIC,,AU,396655800,,,,,
612,612,612,612,ADMIN486509638479,ABNAMR10,586,ABN AMRO,,A,,,Existing,Y,N,,0D3D1504-DC46-4559-B770-50526FB213A1,Default,367 Collins Street,,,Melbourne,VIC,3000,AU,396121366,396121419,,,,
613,613,613,613,ADMIN486509638480,ALLART40,595,Allens Arthur Robinson,,A,,,Existing,Y,N,,CF907554-88ED-41A0-9708-8B3468E501B2,Default,,,,Melbourne,VIC,,AU,282279117,,,,,
614,614,614,614,ADMIN486509638481,BLACKF40,614,Blackford Pty Ltd,,A,,,Existing,Y,N,,4EF465C3-E766-4128-B7A4-F68DA99D28D8,Default,Level 20,350 Queen Street,,Melbourne,VIC,3000,AU,399338800,,,,,
615,615,615,615,ADMIN486509638482,DEPINN40,621,"Dept of Innovation, Industry",,A,,,Existing,Y,N,,3A25E0F4-9211-47E4-93F2-F175A034A419,Default,,,,Melbourne,VIC,,AU,,,,,,
616,616,616,616,ADMIN486509638483,VICPOL40,637,Victoria Police,,A,,,Existing,Y,N,,A6F432D3-70CA-477A-9AA6-CF8ED98D41DC,Default,,,,Melbourne,VIC,3005,AU,392476216,,,,,
617,617,617,617,ADMIN486509638484,DEPTRE40,640,Dept of Treasury & Finance,,A,,,Existing,Y,N,,F343C04A-EC4E-45A1-B3B3-05AB1CB8801D,Default,,,,Melbourne,VIC,3001,AU,,,,,,
618,618,618,618,ADMIN486509638485,VICURB40,666,Vic Urban,,A,,,Existing,Y,N,,CADAC93E-CA86-4A37-A18C-5718B927A39F,Default,,,,Melbourne,VIC,3000,AU,03 8317 3506,,,,,
619,619,619,619,ADMIN486509638486,DEPINF40,680,Department of Infrastructure,,A,,,Existing,Y,N,,C4A5F732-BC57-4DFB-919D-115D2025098E,Default,,,,Melbourne,VIC,3001,AU,03 96556271,,,,,
620,620,620,620,ADMIN486509638487,BENDIG40,681,City of Greater Bendigo,,A,,,Existing,Y,N,,6504295F-A454-44FC-9A67-C30F65012220,Default,Level 13,45 William Street,,Melbourne,VIC,3000,AU,,,,,,
621,621,621,621,ADMIN486509638488,AECOMV40,695,AECOM,,A,,,Existing,Y,N,,8BE0C48B-7DD9-4A9D-B63D-CF6EAB934FE2,Default,8 Exhibition Street,,,Melbourne,VIC,3000,AU,395104888,,,,,
622,622,622,622,ADMIN486509638489,DRAPAL10,715,Drapal,,A,,,Existing,Y,N,,C6546183-AD73-4817-93B5-5DD63712226C,Default,200 Queen Streeet,,,Melbourne,VIC,3000,AU,393212500,,,,,
623,623,623,623,ADMIN486509638490,DLAPHI40,722,DLA Phillips Fox,,A,,,Existing,Y,N,,C8E8C0FD-AE2A-4218-89C9-19BF76085202,Default,,,,Melbourne,VIC,3000,AU,,,,,,
624,624,624,624,ADMIN486509638491,DEPHEA40,725,Department of Health,,A,,,Existing,Y,N,,F2CE2ACC-92F7-4A23-AA1F-31A0ED8A5528,Default,50 Londsdale Street,,,Melbourne,VIC,3000,AU,390962787,,,,,
625,625,625,625,ADMIN486509638492,DRINKC30,753,Drink Wise Australia,,A,,,Existing,Y,N,,124953BF-6E51-43C1-BD11-D162CC032E52,Default,,,,Melbourne,VIC,3000,AU,404061043,,,,,
626,626,626,626,ADMIN486509638493,BURNSV40,754,Burns Bridge Sweett,,A,,,Existing,Y,N,,1712BAAC-EB72-44E2-821F-DE9613F7BD0A,Default,179 Queen Street,,,Melbourne,VIC,3001,AU,396910044,,,,,
627,627,627,627,ADMIN486509638494,REDCR20,779,Aust Red Cross Blood Services,,A,,,Existing,Y,N,,38E4501E-C5D3-40C2-9D75-0DC460C77967,Default,464 St Kilda Road,,,Melbourne,VIC,3004,AU,,,,,,
628,628,628,628,ADMIN486509638495,REDCRO20,780,Aust Red Cross Blood Services,,A,,,Existing,Y,N,,50C6F5D8-6899-4898-AF24-6F0C97A420D0,Default,464 St Kilda Road,,,Melbourne,VIC,3004,AU,,,,,,
629,629,629,629,ADMIN486509638496,TURTOW10,801,Turner Towsend Pty Ltd,,A,,,Existing,Y,N,,BCFDDA36-3695-4B99-B998-B6135740BFF6,Default,616 St Kilda Road,,,Melbourne,VIC,3004,AU,395298000,,,,,
630,630,630,630,ADMIN486509638497,VICUNI20,804,Victoria University,,A,,,Existing,Y,N,,73DD69C5-69AE-458A-9E1E-4914BAE24DE5,Default,,,,Melbourne,VIC,3001,AU,399191004,,,,,
631,631,631,631,ADMIN486509638498,CITMEL40,805,City of Melbourne,,A,,,Existing,Y,N,,D346EC4A-F2FD-4B23-A9EB-D82C7692316F,Default,,,,Melbourne,VIC,3001,AU,396588625,,,,,
632,632,632,632,ADMIN486509638499,WRKSAF40,808,Work Safe Victoria,,A,,,Existing,Y,N,,1D0BAC09-1435-4350-87F6-DA6844802EEC,Default,,,,Melbourne,VIC,3001,AU,,,,,,
633,633,633,633,ADMIN486509638500,VICUNI40,845,Victoria University,,A,,,Existing,Y,N,,3BC0590E-6714-43B0-8C39-EBC721B6AC54,Default,,,,Melbourne,VIC,,AU,,,,,,
634,634,634,634,ADMIN486509638501,VICHEA40,848,"Deptment of Health, Victoria",,A,,,Existing,Y,N,,DEC88F67-F63E-408C-8FA7-B7106E1F89F5,Default,,,,Melbourne,VIC,3000,AU,,,,,,
635,635,635,635,ADMIN486509638502,MEDIBA40,873,Medibank,,A,,,Existing,Y,N,,698ED6BF-32D1-4EFA-AE26-014CC9B470BF,Default,,,,Melbourne,VIC,3000,AU,03 8662 5222,,,,,
636,636,636,636,ADMIN486509638503,MAJORP40,878,Major Projects Victoria,,A,,,Existing,Y,N,,0E2566C1-5AB3-490D-88E9-A45D5CA1036E,Default,121 Exhibition Street,,,Melbourne,VIC,3000,AU,03 9655 9769,,,,,
637,637,637,637,ADMIN486509638504,DEPTRA40,892,Department of Transport,,A,,,Existing,Y,N,,EB2CFAF0-EA6C-487B-9F12-FBD4835B33B5,Default,,,,Melbourne,VIC,3000,AU,03 9655 6271,03 9655 6427,,,,
638,638,638,638,ADMIN486509638505,BHPBIL40,897,BHP Billiton Group Operations,,A,,,Existing,Y,N,,FC244BC1-6956-4442-9105-6B2942997C77,Default,,,,Melbourne,VIC,3000,AU,03 9609 4631,,,,,
639,639,639,639,ADMIN486509638506,EQVISE40,902,EQVISET,,A,,,Existing,Y,N,,DC090B70-CE39-4933-962F-3D7F586AE57D,Default,,,,Melbourne,VIC,3000,AU,03 9620 5999,,,,,
640,640,640,640,ADMIN486509638507,GMKPAR40,904,GMK Partners Workplace,,A,,,Existing,Y,N,,5634BD84-76C1-4010-8A88-0D260C7CEDCE,Default,,,,Melbourne,VIC,3000,AU,03 9639 4848,,,,,
641,641,641,641,ADMIN486509638508,JOHNST40,913,John Staff Projects,,A,,,Existing,Y,N,,2C388D02-C040-44A6-BA07-2408E25EB405,Default,,,,Melbourne,VIC,3000,AU,03 9663 4044,,,,,
642,642,642,642,ADMIN486509638509,ROOTPR40,914,Root Projects,,A,,,Existing,Y,N,,50D42725-0554-4117-9581-74A46085B1D6,Default,,,,Melbourne,VIC,3000,AU,03 9654 0488,,,,,
643,643,643,643,ADMIN486509638510,MELUNI40,917,Melbourne University,,A,,,Existing,Y,N,,C86329C4-59AB-4319-ADDB-5127C1BF4F38,Default,8/21 Victoria Street,,,Melbourne,VIC,3000,AU,03 9663 4044,,,,,
644,644,644,644,ADMIN486509638511,ACMAUT40,920,Australian Communications & Media Authority,,A,,,Existing,Y,N,,76764BB1-DED1-452B-B223-7D7F11E04FA8,Default,Level 4,90 William Street,,Melbourne,VIC,3000,AU,413597466,,,,,
645,645,645,645,ADMIN486509638512,DEPTHU40,926,Dept Of Human Services,,A,,,Existing,Y,N,,53761AF9-1FE3-4DE3-B6FE-6322264E2002,Default,,,,Melbourne,VIC,3000,AU,03 9096 5424,,,,,
646,646,646,646,ADMIN486509638513,AIA40,940,AIA,,A,,,Existing,Y,N,,59EACCCB-9E17-489C-99EA-B589CC051208,Default,,,,Melbourne,VIC,3000,AU,,,,,,
647,647,647,647,ADMIN486509638514,DAVISL40,941,Davis Langden,,A,,,Existing,Y,N,,B095D86B-07DE-4081-AA62-C4BB61B5F693,Default,,,,Melbourne,VIC,3000,AU,03 9933 8800,03 9933 8801,,,,
648,648,648,648,ADMIN486509638515,JUPITE10,1034,Jupiters Limited,,A,,,Existing,Y,N,,C2481830-A2B6-41B0-BE9B-9ABF48D88381,Default,GPO Box 1817,,,Melbourne,VIC,3000,AU,,,,,,
649,649,649,649,ADMIN486509638516,BESENP10,1042,Besen Pty Ltd,,A,,,Existing,Y,N,,C72D6213-5BB0-4632-BB12-182388344BFF,Default,1 Spring Street,,,Melbourne,VIC,3000,AU,,,,,,
650,650,650,650,ADMIN486509638517,TATTSQ20,1079,TATTS Group Limited,,A,,,Existing,Y,N,,BB48715A-0214-49E2-8506-4A7A910D5757,Default,,,,Melbourne,VIC,3604,AU,385177777,,,,,
651,651,651,651,ADMIN486509638518,TATTSQ10,1080,TATTS Group Limited,,A,,,Existing,Y,N,,FD5F4527-DA99-46F7-8ACC-8A312EF215D7,Default,,,,Melbourne,VIC,3604,AU,385177777,,,,,
652,652,652,652,ADMIN486509638519,MISAUS40,1102,Mission Australia,,A,,,Existing,Y,N,,6CC471EA-86EC-4DB9-B36E-0313336BCA01,Default,164-180 Kingway,,,Melbourne,VIC,,AU,386152200,,,,,
653,653,653,653,ADMIN486509638520,MADDOC20,1113,Maddocks,,A,,,Existing,Y,N,,29F7DD7A-DE9A-460C-BB9B-315217CD77F3,Default,,,,Melbourne,VIC,,AU,386150375,,,,,
654,654,654,654,ADMIN486509638521,CBUSPR40,1196,CBUS Property Ltd,,A,,,Existing,Y,N,,9A1B3BD3-2B75-47F1-B4D3-7CC114A4115A,Default,550 Bourke Street,,,Melbourne,VIC,3000,AU,396390131,,,,,
655,655,655,655,ADMIN486509638522,LONGRE20,1209,Longreach Australia,,A,,,Existing,Y,N,,F19FEE1C-7691-4D2F-BC7A-6B975470BD97,Default,,,,Melbourne,VIC,,AU,413742700,,,,,
656,656,656,656,ADMIN486509638523,MELTON40,830,Melton Shire Council,,A,,,Existing,Y,N,,B77BA5CD-7705-4394-A969-FA197AF9973B,Default,,,,Melton,,,AU,,,,,,
657,657,657,657,ADMIN486509638524,KEIRJS10,329,Keir John & Sandra,,A,,,Existing,Y,N,,0C1A7491-BB69-429F-8C5A-EA03893065CE,Default,,,,Middle Park,,4074,AU,733764706,,,,,
658,658,658,658,ADMIN486509638525,IRCCSF20,310,Foundation IRCCS,,A,,,Existing,Y,N,,32B2A79B-E9C0-41FA-8770-291AEBFA9ACE,Default,,,,Milano,,20122,IT,39028376660,,,,,
659,659,659,659,ADMIN486509638526,COEURD10,431,Coeur de Lion Investments Pty Ltd,,A,,,Existing,Y,N,,58D02E56-2A22-4118-9B86-95AC38BA8E4C,Default,30 The Bond,30 Hickson Road,,Millers Point,,,AU,754551555,754464180,,,,
660,660,660,660,ADMIN486509638527,BOVISL20,502,Bovis Lend Lease,,A,,,Existing,Y,N,,1C057FE8-0D28-42D9-9DE1-BBB92A68A8C4,Default,,,,Millers Point,NSW,2000,AU,,,,,,
661,661,661,661,ADMIN486509638528,HERBER20,1138,Herbert Smith Freehills,,A,,,Existing,Y,N,,05012106-2897-4682-AF8D-5FBFA9F9019B,Default,30 Hickson Road,,,Millers Point,,,AU,292375407,,,,,
662,662,662,662,ADMIN486509638529,MAUNSE20,262,Maunsell,,A,,,Existing,Y,N,,2109277A-D348-4262-ADCE-381A8A3EDA8E,Default,,,,Milsons Point,NSW,2061,AU,,,,,,
663,663,663,663,ADMIN486509638530,ECLIPS20,377,Eclipse Financial Group,,A,,,Existing,Y,N,,75510B84-D450-4968-9FE1-317709B94426,Default,,,,Milsons Point,NSW,2061,AU,,,,,,
664,664,664,664,ADMIN486509638531,CONSIS30,450,Construct. Information Systems,,A,,,Existing,Y,N,,838FC89C-5590-453C-A190-A1E52F838B94,Default,,,,Milsons Point,NSW,2061,AU,,,,,,
665,665,665,665,ADMIN486509638532,EASTVI20,671,Eastview Commercial Pty Ltd,,A,,,Existing,Y,N,,EE300B21-3268-412D-A6A5-ECCB0A30A069,Default,,,,Milsons Point,,2061,AU,,,,,,
666,666,666,666,ADMIN486509638533,TALSYD20,963,TAL,,A,,,Existing,Y,N,,2A14DA85-1338-41CA-8D9C-124AF19679E0,Default,,,,Milsons Point,,,AU,294489614,,,,,
667,667,667,667,ADMIN486509638534,WEBBAU10,35,Webb Australia Group,,A,,,Existing,Y,N,,FC9ED340-AF61-4760-B346-14F595B3D2E7,Default,,,,Milton,QLD,4064,AU,,,,,,
668,668,668,668,ADMIN486509638535,TBHAMM10,73,Tracey Brunstrom & Hammond,,A,,,Existing,Y,N,,1CBA004E-17FC-4C37-8AB0-CFF4A4EBC731,Default,,,,Milton,QLD,4064,AU,,,,,,
669,669,669,669,ADMIN486509638536,TRAVCO10,89,Travel Concepts,,A,,,Existing,Y,N,,1CFB152F-4C55-4FE3-8C50-30F224E86CBC,Default,,,,Milton,QLD,4064,AU,,,,,,
670,670,670,670,ADMIN486509638537,LINCLN10,292,Lincolne Scott Australia Pty Ltd,,A,,,Existing,Y,N,,ACFF99CA-F5E7-4DA2-968B-74142912B0BD,Default,,,,Milton,,4064,AU,,,,,,
671,671,671,671,ADMIN486509638538,GBSTHO10,367,GBST Holdings Limited,,A,,,Existing,Y,N,,F6DF86ED-47AA-4D63-AC96-25565616A9B2,Default,,,,Milton,,4064,AU,07 33315579,07 33670181,,,,
672,672,672,672,ADMIN486509638539,DELFIN10,693,Delfin Lend Lease,,A,,,Existing,Y,N,,DC92DFAD-0135-41E3-9189-A98DEB332369,Default,349 Coronation Drive,,,Milton,,,AU,732922230,,,,,
673,673,673,673,ADMIN486509638540,AECOMQ10,757,AECOM,,A,,,Existing,Y,N,,3C773718-52C1-4BE3-AA06-9AE6C78720D9,Default,,,,Milton,,4064,AU,738586700,,,,,
674,674,674,674,ADMIN486509638541,KATEST10,973,Katestone Enviornmental,,A,,,Existing,Y,N,,B2130429-C957-4AE7-B157-32CA0A9A9261,Default,,,,Milton,,4064,AU,733693699,,,,,
675,675,675,675,ADMIN486509638542,JMKELL10,979,JM Kelly Project Builders,,A,,,Existing,Y,N,,A07462C6-8C50-4ECC-8E85-ADBCCA42B895,Default,,,,Milton,,4064,AU,735107900,,,,,
676,676,676,676,ADMIN486509638543,LUTHER10,1016,Lutheran Community Care Qld,,A,,,Existing,Y,N,,AD2AC226-23B8-4740-9984-1F81AD09574E,Default,,,,Milton,,4064,AU,735114044,,,,,
677,677,677,677,ADMIN486509638544,JUDOQL10,1076,Judo Federation of Qld,,A,,,Existing,Y,N,,140C96D0-373D-4851-8357-21F8054D8B68,Default,Sports House,150 Caxton Street,,Milton,,4064,AU,403042380,,,,,
678,678,678,678,ADMIN486509638545,WYATTQ10,1095,Wyatt Paul and Katie,,A,,,Existing,Y,N,,01DADAC0-AFF2-4287-A52A-91E9F2E30753,Default,,,,Milton,,,AU,0414 270027,,,,,
679,679,679,679,ADMIN486509638546,ALCEON10,1182,Alceon,,A,,,Existing,Y,N,,B3119F50-7994-4F86-9990-62922F2829D2,Default,,,,Milton,,,AU,733681500,,,,,
680,680,680,680,ADMIN486509638547,ROMAAI10,1057,Roma Airport,,A,,,Existing,Y,N,,07701844-64FA-4AD1-AA9A-DAE3CCDA50A5,Default,,,,Mitchell,,4465,AU,1300007662,,,,,
681,681,681,681,ADMIN486509638548,BAILEY20,547,Bailey,,A,,,Existing,Y,N,,E998F7CE-296B-4390-B7F3-49AAEED8FD70,Default,,,,Mont Albert,,3127,AU,,,,,,
682,682,682,682,ADMIN486509638549,SELLAE20,183,Ephraim Sella & Georgia McDougall,,A,,,Existing,Y,N,,D6AADC54-E4DE-43DF-BFA0-9C52D1C453BF,Default,,,,Mooball,NSW,2483,AU,,,,,,
683,683,683,683,ADMIN486509638550,BARCLM10,521,Laing O'Rourke (BMC) Pty Ltd,,A,,,Existing,Y,N,,9AB1DC42-F9EE-481A-9D4F-BF049808C6A3,Default,,,,Moorooka,QLD,4105,AU,,,,,,
684,684,684,684,ADMIN486509638551,TARONG20,124,Taronga Zoo,,A,,,Existing,Y,N,,8F11F06A-42DE-4B5F-AFE8-9A03AE520C27,Default,,,,Mosman,NSW,2088,AU,,,,,,
685,685,685,685,ADMIN486509638552,CORNER20,823,Ben Corner,,A,,,Existing,Y,N,,76B3BA8A-E252-4DF2-A452-60927E281738,Default,,,,Mosman,,2088,AU,414646476,,,,,
686,686,686,686,ADMIN486509638553,COLLIE20,832,Ben Collier,,A,,,Existing,Y,N,,F47BBF01-F5F3-4589-B8DA-319429B5E5EC,Default,,,,Mosman,,2001,AU,293863393,,,,,
687,687,687,687,ADMIN486509638554,SMITHJ20,1263,Jo-Ann Smith & John Samaha,,A,,,Existing,Y,N,,9C8930B2-3A52-494B-A497-1B73057FF9A7,Default,,,,Mosman,NSW,2088,AU,,,,,,
688,688,688,688,ADMIN486509638555,QLDTRA10,131,Queensland Transport,,A,,,Existing,Y,N,,B881590B-5388-43DB-94D7-646EE6A3C60F,Default,,,,Mt Gravatt,QLD,4122,AU,,,,,,
689,689,689,689,ADMIN486509638556,NAGELS10,739,John Nagel & Co Solicitors,,A,,,Existing,Y,N,,7E55945A-586D-4FC0-AC21-28FEC157911B,Default,,,,Mt Gravatt,,2122,AU,,,,,,
690,690,690,690,ADMIN486509638557,HOSMAC20,359,Hosmac India Private Limited,,A,,,Existing,Y,N,,1D5E6EE9-229D-4787-B177-847911945A15,Default,,,,Mumbai,,,IN,,,,,,
691,691,691,691,ADMIN486509638558,AIRFIJ10,969,Airports Fiji Limited (AFL),,A,,,Existing,Y,N,,F847CECE-1D23-41CF-A1C7-8BD67EDC9EA3,Default,,,,Nausori,,,FJ,,,,,,
692,692,692,692,ADMIN486509638559,NELSON20,204,Nelson Marlborough Health,,A,,,Existing,Y,N,,41F37AC2-E9EE-4D1A-9169-252BB86B5A4E,Default,,,,Nelson,,,NZ,+64 3 546 1924,,,,,
693,693,693,693,ADMIN486509638560,CONNEL10,439,Connell Wagner,,A,,,Existing,Y,N,,3E61136A-FFC5-4419-9733-1D84EBB40D81,Default,,,,Neutral Bay,,2089,AU,294655599,,,,,
694,694,694,694,ADMIN486509638561,POSITI10,151,Positive Solutions,,A,,,Existing,Y,N,,17949C84-3D96-4DCD-8B4A-90ACE2B7A30E,Default,,,,New Farm,,4005,AU,733581077,,,,,
695,695,695,695,ADMIN486509638562,FRESHW10,655,Freshwater Body Corporate,,A,,,Existing,Y,N,,DC90265D-4621-4E64-910A-27A88C693A25,Default,,,,New Farm,,4005,AU,733582811,,,,,
696,696,696,696,ADMIN486509638563,BUCKBY10,718,Denise Buckby,,A,,,Existing,Y,N,,F8DDFAEB-A872-47A0-B00C-2E3E4AC7559A,Default,,,,New Farm,,4005,AU,733582811,,,,,
697,697,697,697,ADMIN486509638564,DAVLAN10,853,Davlan Development Pty Ltd,,A,,,Existing,Y,N,,9B8336B9-8347-4A08-A561-8CC9243900C0,Default,,,,New Farm,,4005,AU,,,,,,
698,698,698,698,ADMIN486509638565,UNIMCC10,928,Universal McCann,,A,,,Existing,Y,N,,F4AE1E10-C993-4ED8-BCF2-5E134AC3B50C,Default,,,,New Farm,,4005,AU,310531010,,,,,
699,699,699,699,ADMIN486509638566,HGDEVB10,1270,HG Developments,,A,,,Existing,Y,N,,BDA465BB-B066-4472-84F9-1E9D3B3D6A0E,Default,,,,New Farm,,4006,AU,,,,,,
700,700,700,700,ADMIN486509638567,SCHREI20,998,Schreiber Hamilton Architects,,A,,,Existing,Y,N,,1681CF7C-3AB0-465F-BF07-52E72324B202,Default,,,,Newcastle,,,AU,,,,,,
701,701,701,701,ADMIN486509638568,BUILTQ10,516,Built,,A,,,Existing,Y,N,,F1C5EEC3-4DC6-49B0-B5C0-CE0FFADDB704,Default,76 Commercial Road,,,Newstead,,4006,AU,,,,,,
702,702,702,702,ADMIN486509638569,BALLAN10,735,Brett Ballantine,,A,,,Existing,Y,N,,44951188-D696-4095-9C66-E69503F67466,Default,,,,Newstead,,,AU,,,,,,
703,703,703,703,ADMIN486509638570,MALLAU10,950,Malouf Inv & Ralph Lauren 57,,A,,,Existing,Y,N,,60550677-B745-47F1-A8DB-7B93243784C7,Default,,,,Newstead,,4006,AU,762570077,,,,,
704,704,704,704,ADMIN486509638571,CPMAUS10,994,Construction & Project Managem,,A,,,Existing,Y,N,,167E47CF-E8D3-416C-B21C-2228EF41956E,Default,,,,Newstead,,,AU,738524266,,,,,
705,705,705,705,ADMIN486509638572,STRIKE10,1020,Strike,,A,,,Existing,Y,N,,2D73FC00-FA54-4C33-A119-C79FE60B4CB5,Default,,,,Newstead,,,AU,732571777,,,,,
706,706,706,706,ADMIN486509638573,WATPAC10,1152,WATPAC,,A,,,Existing,Y,N,,D5271FD8-A74B-45C7-955B-CA90B8591D21,Default,,,,Newstead,,4006,AU,732516444,,,,,
707,707,707,707,ADMIN486509638574,DEPTST10,1160,"Dept of State Development, Inf",,A,,,Existing,Y,N,,91C2B4A5-474A-4BF4-A858-AE2FDB0A8499,Default,36 Wyandra St,,,Newstead,,,AU,403462016,,,,,
708,708,708,708,ADMIN486509638575,ELYSIU10,380,Elysium Noosa,,A,,,Existing,Y,N,,A92C7A6F-BD92-4F0A-8C8E-1A13866091D7,Default,,,,Noosa Heads,,4567,AU,,,,,,
709,709,709,709,ADMIN486509638576,OGILVI10,778,Ogilvie Group,,A,,,Existing,Y,N,,C41B84E0-FFC0-4FC6-B396-D2D513A33A9E,Default,,,,Noosa Heads,,567,AU,,,,,,
710,710,710,710,ADMIN486509638577,MA1CST10,273,MA 1,,A,,,Existing,Y,N,,54BA3864-82B7-4127-B673-99F9F31E24FF,Default,,,,Noosaville,,4566,AU,754487424,,,,,
711,711,711,711,ADMIN486509638578,ARTBEE10,935,Artbeech,,A,,,Existing,Y,N,,BFEAD1F3-969D-4E1A-86C6-8F502C3C30A2,Default,,,,Norman Park,,,AU,,,,,,
712,712,712,712,ADMIN486509638579,QLDMUS10,128,Queensland Museum,,A,,,Existing,Y,N,,6787E981-DEC8-407E-BCFC-071DA03122E4,Default,,,,North Ipswich,QLD,4305,AU,,,,,,
713,713,713,713,ADMIN486509638580,QLDWRM10,134,The Workshops Rail Museum Queensland,,A,,,Existing,Y,N,,FE85E420-9B76-44EA-9255-686AB8179190,Default,,,,North Ipswich,QLD,4305,AU,,,,,,
714,714,714,714,ADMIN486509638581,WEALTH20,34,Wealth Management,,A,,,Existing,Y,N,,5B7E4309-0F20-43E4-BEB4-41237A0D9D5F,Default,,,,North Sydney,NSW,2060,AU,,,,,,
715,715,715,715,ADMIN486509638582,NSWORK20,189,NSW Works Dept,,A,,,Existing,Y,N,,EF0C2E9D-556C-4CB7-A7A8-53AB14B2170C,Default,,,,North Sydney,NSW,2060,AU,,,,,,
716,716,716,716,ADMIN486509638583,NOSCCH20,195,Northen Sydney Central Coast Health,,A,,,Existing,Y,N,,981A22ED-D542-4B95-AB44-41645693D285,Default,,,,North Sydney,NSW,2060,AU,,,,,,
717,717,717,717,ADMIN486509638584,LINCLN20,293,Lincoln Scott,,A,,,Existing,Y,N,,037E517B-F1AF-446A-9D04-A206D55C0775,Default,,,,North Sydney,NSW,2060,AU,,,,,,
718,718,718,718,ADMIN486509638585,GINGPT20,375,Colin Ging & Partners,,A,,,Existing,Y,N,,4A10E878-80CF-4DB7-8A7E-45977F0D1EFC,Default,,,,North Sydney,NSW,2060,AU,,,,,,
719,719,719,719,ADMIN486509638586,CRIAUS20,457,CRI Australia,,A,,,Existing,Y,N,,734FFBD9-9652-4862-A8F9-3303F2196383,Default,76 Berry Street,,,North Sydney,NSW,2060,AU,02 99548888,,,,,
720,720,720,720,ADMIN486509638587,BAULDE20,557,Baulderstone Hornibrook Pty Ltd,,A,,,Existing,Y,N,,7B2E9B78-EAAD-4592-8373-618D0A074B30,Default,,,,North Sydney,NSW,2060,AU,,,,,,
721,721,721,721,ADMIN486509638588,AURORA20,576,Aurora Projects Pty Ltd,,A,,,Existing,Y,N,,F2BFE7D2-36B0-4C1A-AAFA-A0D465ED1429,Default,122 Arthur Street,,,North Sydney,NSW,2060,AU,289201838,289203846,,,,
722,722,722,722,ADMIN486509638589,APPPRO20,601,APP Projects,,A,,,Existing,Y,N,,861903B6-A2C9-48F9-9085-36904511A8BE,Default,,,,North Sydney,NSW,2060,AU,,,,,,
723,723,723,723,ADMIN486509638590,ALBACA20,636,Alba Capital,,A,,,Existing,Y,N,,58687145-2613-49E4-8C7B-2AE2F3A2AC6F,Default,100 Arthur Street,,,North Sydney,NSW,,AU,,,,,,
724,724,724,724,ADMIN486509638591,INCOLL20,663,Incoll Management,,A,,,Existing,Y,N,,9CEFED82-8DB9-4B62-A14A-350C008DF18E,Default,,,,North Sydney,NSW,,AU,289134841,,,,,
725,725,725,725,ADMIN486509638592,USAPPS20,665,University of Sydney,,A,,,Existing,Y,N,,8E2B556B-6C2C-42D5-8C6B-F531456BF8E0,Default,53 Berry Street,,,North Sydney,NSW,,AU,299539920,,,,,
726,726,726,726,ADMIN486509638593,HEAINF20,743,Health Infrastructure,,A,,,Existing,Y,N,,BD20DF4D-F2AE-4074-BD91-D04D79A87745,Default,77 Pacific Hightway,,,North Sydney,NSW,,AU,403572869,,,,,
727,727,727,727,ADMIN486509638594,UGLSER20,776,UGL Services,,A,,,Existing,Y,N,,10D45C75-EF9A-4443-8F28-970D521906A3,Default,40 Miller Street,,,North Sydney,NSW,2060,AU,292247879,,,,,
728,728,728,728,ADMIN486509638595,LIGHTC20,858,Light Culture Showroom,,A,,,Existing,Y,N,,7694E9D1-5BFF-462A-8DED-9EB7CB4882C8,Default,,,,North Sydney,NSW,2060,AU,1300 300 904,,,,,
729,729,729,729,ADMIN486509638596,TENIXS20,880,Tenix,,A,,,Existing,Y,N,,E86DC206-9DEB-4125-B9E6-BFB078BA135C,Default,,,,North Sydney,NSW,2060,AU,02 9963 9609,,,,,
