,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,VisionClientID,EpicorCustomerID,ClientNumber,Name,Type,Status,WebSite,Memo,CurrentStatus,ClientInd,VendorInd,LinkedVendor,VisionClientAddressID,AddressDescription,Address2,Address3,Address4,City,State,Zip,Country,Phone,FAX,GoogleAddress,GooglePhone,googleExtras,googled
623,623,623,623,623,623,ADMIN486509638490,DLAPHI40,722,DLA Phillips Fox,,A,,,Existing,Y,N,,C8E8C0FD-AE2A-4218-89C9-19BF76085202,Default,,,,Melbourne,VIC,3000,AU,,,"Address: 21/140 William St, Melbourne VIC 3000",Phone:(03) 9274 5000, | See outside | DLA Piper | Legal Services | View 15+ more | Allens | Maddocks | Lander & Rogers | Holding Redlich | Herbert Geer,True
624,624,624,624,624,624,ADMIN486509638491,DEPHEA40,725,Department of Health,,A,,,Existing,Y,N,,F2CE2ACC-92F7-4A23-AA1F-31A0ED8A5528,Default,50 Londsdale Street,,,Melbourne,VIC,3000,AU,390962787,,,,,True
625,625,625,625,625,625,ADMIN486509638492,DRINKC30,753,Drink Wise Australia,,A,,,Existing,Y,N,,124953BF-6E51-43C1-BD11-D162CC032E52,Default,,,,Melbourne,VIC,3000,AU,404061043,,"Address: Level 2, 232 York Street, South Melbourne VIC 3205",Phone:(03) 9682 8641, | See outside | DrinkWise | Non-Profit Organization,True
626,626,626,626,626,626,ADMIN486509638493,BURNSV40,754,Burns Bridge Sweett,,A,,,Existing,Y,N,,1712BAAC-EB72-44E2-821F-DE9613F7BD0A,Default,179 Queen Street,,,Melbourne,VIC,3001,AU,396910044,,"Address: 10/350 Queen St, Melbourne VIC 3000",Phone:(03) 9691 0000, | See outside | Burns Bridge Cost Planning | Construction Company,True
627,627,627,627,627,627,ADMIN486509638494,REDCR20,779,Aust Red Cross Blood Services,,A,,,Existing,Y,N,,38E4501E-C5D3-40C2-9D75-0DC460C77967,Default,464 St Kilda Road,,,Melbourne,VIC,3004,AU,,,,,,True
628,628,628,628,628,628,ADMIN486509638495,REDCRO20,780,Aust Red Cross Blood Services,,A,,,Existing,Y,N,,50C6F5D8-6899-4898-AF24-6F0C97A420D0,Default,464 St Kilda Road,,,Melbourne,VIC,3004,AU,,,,,,True
629,629,629,629,629,629,ADMIN486509638496,TURTOW10,801,Turner Towsend Pty Ltd,,A,,,Existing,Y,N,,BCFDDA36-3695-4B99-B998-B6135740BFF6,Default,616 St Kilda Road,,,Melbourne,VIC,3004,AU,395298000,,,,,True
630,630,630,630,630,630,ADMIN486509638497,VICUNI20,804,Victoria University,,A,,,Existing,Y,N,,73DD69C5-69AE-458A-9E1E-4914BAE24DE5,Default,,,,Melbourne,VIC,3001,AU,399191004,,"Address: Ballarat Rd, Footscray VIC 3011",Phone: (03) 9919 4000," | Victoria University, Australia | Tertiary institution in Melbourne, Victoria | Victoria University is a dual-sector tertiary institution based in Melbourne, Australia. A public university, VU has seven academic colleges: Arts; Business; Education; Engineering and Science; Health ... Wikipedia | Enrollment: 28,567 (2010) | Founded: 1916 | Nominations: Independent Music Award for Best Album - Compilation | Profiles | Facebook | Twitter | YouTube | LinkedIn | Google+ | Notable alumni | View 5+ more | George Sotiropoulos | Jeffrey Cheah | Pia Miranda | Curtis Stone | Zbych Trofimiuk | View 10+ more | University of Melbourne | Melbourne | RMIT University | Melbourne | La Trobe University | Melbourne | Deakin University | Geelong | Swinburne University of Techno... | Melbourne",True
631,631,631,631,631,631,ADMIN486509638498,CITMEL40,805,City of Melbourne,,A,,,Existing,Y,N,,D346EC4A-F2FD-4B23-A9EB-D82C7692316F,Default,,,,Melbourne,VIC,3001,AU,396588625,,,," | City of Melbourne | Australian local government area | The City of Melbourne is a local government area in Victoria, Australia, located in the central city area of Melbourne. The city has an area of 36 square kilometres and had a population of 127,742 people in 2015. Wikipedia | Area: 36.2 km | Mayor: Robert Doyle | Council seat: Melbourne City Centre | Federal divisions: Division of Melbourne, Division of Melbourne Ports | Points of interest | View 5+ more | Royal Botanic Gardens... | Melbourne Cricket Ground | Sea Life Melbourne Aquarium | Scienceworks | Shrine of Remembrance",True
632,632,632,632,632,632,ADMIN486509638499,WRKSAF40,808,Work Safe Victoria,,A,,,Existing,Y,N,,1D0BAC09-1435-4350-87F6-DA6844802EEC,Default,,,,Melbourne,VIC,3001,AU,,,,,,True
633,633,633,633,633,633,ADMIN486509638500,VICUNI40,845,Victoria University,,A,,,Existing,Y,N,,3BC0590E-6714-43B0-8C39-EBC721B6AC54,Default,,,,Melbourne,VIC,,AU,,,"Address: Ballarat Rd, Footscray VIC 3011",Phone: (03) 9919 4000," | Victoria University, Australia | Tertiary institution in Melbourne, Victoria | Victoria University is a dual-sector tertiary institution based in Melbourne, Australia. A public university, VU has seven academic colleges: Arts; Business; Education; Engineering and Science; Health ... Wikipedia | Enrollment: 28,567 (2010) | Founded: 1916 | Nominations: Independent Music Award for Best Album - Compilation | Profiles | Facebook | Twitter | YouTube | LinkedIn | Google+ | Notable alumni | View 5+ more | George Sotiropoulos | Jeffrey Cheah | Pia Miranda | Curtis Stone | Zbych Trofimiuk | View 10+ more | University of Melbourne | Melbourne | RMIT University | Melbourne | La Trobe University | Melbourne | Deakin University | Geelong | Swinburne University of Techno... | Melbourne",True
634,634,634,634,634,634,ADMIN486509638501,VICHEA40,848,"Deptment of Health, Victoria",,A,,,Existing,Y,N,,DEC88F67-F63E-408C-8FA7-B7106E1F89F5,Default,,,,Melbourne,VIC,3000,AU,,,,,,True
635,635,635,635,635,635,ADMIN486509638502,MEDIBA40,873,Medibank,,A,,,Existing,Y,N,,698ED6BF-32D1-4EFA-AE26-014CC9B470BF,Default,,,,Melbourne,VIC,3000,AU,03 8662 5222,,,,,True
636,636,636,636,636,636,ADMIN486509638503,MAJORP40,878,Major Projects Victoria,,A,,,Existing,Y,N,,0E2566C1-5AB3-490D-88E9-A45D5CA1036E,Default,121 Exhibition Street,,,Melbourne,VIC,3000,AU,03 9655 9769,,"Address: 8/121 Exhibition St, Melbourne VIC 3000",Phone:(03) 9655 8622," | See outside | Major Projects Victoria | Corporate Campus | Hours: Open today  9:00 am  5:00 pm | View 15+ more | Port of Melbourne Corporation | Department of Transport, Planning and Local Infrastructure | AAMI Park | Melbourne Park | North Melbourne",True
637,637,637,637,637,637,ADMIN486509638504,DEPTRA40,892,Department of Transport,,A,,,Existing,Y,N,,EB2CFAF0-EA6C-487B-9F12-FBD4835B33B5,Default,,,,Melbourne,VIC,3000,AU,03 9655 6271,03 9655 6427,"Address: 121 Exhibition St, Melbourne VIC 3000",Phone:(03) 9208 3333," | See outside | Department of Transport, Planning and Local Infrastructure | State Government Office",True
638,638,638,638,638,638,ADMIN486509638505,BHPBIL40,897,BHP Billiton Group Operations,,A,,,Existing,Y,N,,FC244BC1-6956-4442-9105-6B2942997C77,Default,,,,Melbourne,VIC,3000,AU,03 9609 4631,,,,,True
639,639,639,639,639,639,ADMIN486509638506,EQVISE40,902,EQVISET,,A,,,Existing,Y,N,,DC090B70-CE39-4933-962F-3D7F586AE57D,Default,,,,Melbourne,VIC,3000,AU,03 9620 5999,,,,,True
640,640,640,640,640,640,ADMIN486509638507,GMKPAR40,904,GMK Partners Workplace,,A,,,Existing,Y,N,,5634BD84-76C1-4010-8A88-0D260C7CEDCE,Default,,,,Melbourne,VIC,3000,AU,03 9639 4848,,,,,True
641,641,641,641,641,641,ADMIN486509638508,JOHNST40,913,John Staff Projects,,A,,,Existing,Y,N,,2C388D02-C040-44A6-BA07-2408E25EB405,Default,,,,Melbourne,VIC,3000,AU,03 9663 4044,,"Address: 21 Victoria St, Melbourne VIC 3000",Phone:(03) 9663 4044, | See outside | Johnstaff Projects Pty Ltd | Business Management Consultant | View 5+ more | John Holland | Gallagher Jeffs | Aurecon | PROTEGIC | AECOM,True
642,642,642,642,642,642,ADMIN486509638509,ROOTPR40,914,Root Projects,,A,,,Existing,Y,N,,50D42725-0554-4117-9581-74A46085B1D6,Default,,,,Melbourne,VIC,3000,AU,03 9654 0488,,"Address: 2 Davisons Pl, Melbourne VIC 3000",Phone:(03) 9654 0488, | See outside | Root Projects Australia PTY Ltd. | Consultant,True
643,643,643,643,643,643,ADMIN486509638510,MELUNI40,917,Melbourne University,,A,,,Existing,Y,N,,C86329C4-59AB-4319-ADDB-5127C1BF4F38,Default,8/21 Victoria Street,,,Melbourne,VIC,3000,AU,03 9663 4044,,Address: Parkville VIC 3010,Phone: (03) 9035 5511," | University of Melbourne | Public university in Melbourne, Victoria | The University of Melbourne is an Australian public research university located in Melbourne, Victoria. Founded in 1853, it is Australia's second oldest university and the oldest in Victoria. Wikipedia | Motto: Postera Crescam Laude | Enrollment: 42,653 (2014) | Chancellor: Elizabeth Alexander | Founder: Hugh Childers | Vice-chancellor: Glyn Davis | Profiles | Twitter | Facebook | LinkedIn | Google+ | Notable alumni | View 45+ more | Julia Gillard | Alex Chernov | Peter Singer | James Riady | Germaine Greer | View 10+ more | Monash University | Melbourne | University of Sydney | Sydney | RMIT University | Melbourne | University of New South Wa... | Kensington | University of Queensland | Brisbane",True
644,644,644,644,644,644,ADMIN486509638511,ACMAUT40,920,Australian Communications & Media Authority,,A,,,Existing,Y,N,,76764BB1-DED1-452B-B223-7D7F11E04FA8,Default,Level 4,90 William Street,,Melbourne,VIC,3000,AU,413597466,,,,,True
645,645,645,645,645,645,ADMIN486509638512,DEPTHU40,926,Dept Of Human Services,,A,,,Existing,Y,N,,53761AF9-1FE3-4DE3-B6FE-6322264E2002,Default,,,,Melbourne,VIC,3000,AU,03 9096 5424,,"Address: 50 Lonsdale Street, Melbourne VIC 3000",Phone:(03) 9096 0000, | See outside | Department of Human Services | Real Estate Agency | Hours: Open today  9:00 am  5:00 pm | 1 Google review | View 15+ more | Centrelink | Centrelink | Benetas | Department of Health | LASA Victoria,True
646,646,646,646,646,646,ADMIN486509638513,AIA40,940,AIA,,A,,,Existing,Y,N,,59EACCCB-9E17-489C-99EA-B589CC051208,Default,,,,Melbourne,VIC,3000,AU,,,,,,True
647,647,647,647,647,647,ADMIN486509638514,DAVISL40,941,Davis Langden,,A,,,Existing,Y,N,,B095D86B-07DE-4081-AA62-C4BB61B5F693,Default,,,,Melbourne,VIC,3000,AU,03 9933 8800,03 9933 8801,"Address: 45/80 Collins St, Melbourne VIC 3000",Phone:(03) 9933 8800, | See outside | Davis Langdon Australia Pty Ltd | Engineering Consultant,True
648,648,648,648,648,648,ADMIN486509638515,JUPITE10,1034,Jupiters Limited,,A,,,Existing,Y,N,,C2481830-A2B6-41B0-BE9B-9ABF48D88381,Default,GPO Box 1817,,,Melbourne,VIC,3000,AU,,,,,,True
649,649,649,649,649,649,ADMIN486509638516,BESENP10,1042,Besen Pty Ltd,,A,,,Existing,Y,N,,C72D6213-5BB0-4632-BB12-182388344BFF,Default,1 Spring Street,,,Melbourne,VIC,3000,AU,,,"Address: 28, 1 Spring St, Melbourne VIC 3000",Phone:(03) 9250 7000, | See outside | BESEN | Investment Service,True
650,650,650,650,650,650,ADMIN486509638517,TATTSQ20,1079,TATTS Group Limited,,A,,,Existing,Y,N,,BB48715A-0214-49E2-8506-4A7A910D5757,Default,,,,Melbourne,VIC,3604,AU,385177777,,"Address: Lvl 1/411 Collins St, Melbourne VIC 3000",Phone:(03) 8517 7777, | See outside | Tatts Group Ltd. | Lottery Retailer | Hours: Open today  8:30 am  4:30 pm,True
651,651,651,651,651,651,ADMIN486509638518,TATTSQ10,1080,TATTS Group Limited,,A,,,Existing,Y,N,,FD5F4527-DA99-46F7-8ACC-8A312EF215D7,Default,,,,Melbourne,VIC,3604,AU,385177777,,"Address: Lvl 1/411 Collins St, Melbourne VIC 3000",Phone:(03) 8517 7777, | See outside | Tatts Group Ltd. | Lottery Retailer | Hours: Open today  8:30 am  4:30 pm,True
652,652,652,652,652,652,ADMIN486509638519,MISAUS40,1102,Mission Australia,,A,,,Existing,Y,N,,6CC471EA-86EC-4DB9-B36E-0313336BCA01,Default,164-180 Kingway,,,Melbourne,VIC,,AU,386152200,,,,,True
653,653,653,653,653,653,ADMIN486509638520,MADDOC20,1113,Maddocks,,A,,,Existing,Y,N,,29F7DD7A-DE9A-460C-BB9B-315217CD77F3,Default,,,,Melbourne,VIC,,AU,386150375,,"Address: 140 William St, Melbourne VIC 3000",Phone:(03) 9258 3555, | See outside | Maddocks | Law Firm | Hours: Open today  8:00 am  6:00 pm | 2 Google reviews | View 15+ more | Allens | Lander & Rogers | Herbert Geer | Holding Redlich | Thomson Geer,True
654,654,654,654,654,654,ADMIN486509638521,CBUSPR40,1196,CBUS Property Ltd,,A,,,Existing,Y,N,,9A1B3BD3-2B75-47F1-B4D3-7CC114A4115A,Default,550 Bourke Street,,,Melbourne,VIC,3000,AU,396390131,,"Address: 7/550 Bourke St, Melbourne VIC 3000",Phone:(03) 9639 0131, | See outside | Cbus Property | Corporate Campus | Hours: Open today  10:00 am  6:00 pm | View 15+ more | Cbus | Construction & Building Industries Superannuation | MICM Docklands | Melbourne Boutique Property PTY Ltd. | Knight Frank Melbourne,True
655,655,655,655,655,655,ADMIN486509638522,LONGRE20,1209,Longreach Australia,,A,,,Existing,Y,N,,F19FEE1C-7691-4D2F-BC7A-6B975470BD97,Default,,,,Melbourne,VIC,,AU,413742700,,"Address: Landsborough Hwy, Longreach QLD 4730",Phone:(07) 4658 3766, | See outside | Longreach Airport | Airport | 2 Google reviews | View 5+ more | Budget Car and Truck Rental Longreach | Qantas Founders Museum | Avis Longreach Airport Car and Truck Rental | Albert Park Motor Inn | Australian Stockman's Hall of Fame & Outback Heritage Centre,True
656,656,656,656,656,656,ADMIN486509638523,MELTON40,830,Melton Shire Council,,A,,,Existing,Y,N,,B77BA5CD-7705-4394-A969-FA197AF9973B,Default,,,,Melton,,,AU,,,"Address: 232 High St, Melton VIC 3337",Phone:(03) 9747 7200," | See outside | Melton City Council | City Government Office | View 15+ more | Woodgrove Shopping Centre | Melton Library & Learning Hub | Kmart Melton | Caroline Springs Civic Centre/Library | McDonald's | See results about | City of Melton (Australian local government area) | Council seat: Melton | County: County of Bourke, Victoria",True
657,657,657,657,657,657,ADMIN486509638524,KEIRJS10,329,Keir John & Sandra,,A,,,Existing,Y,N,,0C1A7491-BB69-429F-8C5A-EA03893065CE,Default,,,,Middle Park,,4074,AU,733764706,,,, | See results about | John Keir | Lieutenant General Sir John Lindesay Keir KCB was a British Army officer during the Boer War and the ...,True
658,658,658,658,658,658,ADMIN486509638525,IRCCSF20,310,Foundation IRCCS,,A,,,Existing,Y,N,,32B2A79B-E9C0-41FA-8770-291AEBFA9ACE,Default,,,,Milano,,20122,IT,39028376660,,,,,True
659,659,659,659,659,659,ADMIN486509638526,COEURD10,431,Coeur de Lion Investments Pty Ltd,,A,,,Existing,Y,N,,58D02E56-2A22-4118-9B86-95AC38BA8E4C,Default,30 The Bond,30 Hickson Road,,Millers Point,,,AU,754551555,754464180,,,,True
660,660,660,660,660,660,ADMIN486509638527,BOVISL20,502,Bovis Lend Lease,,A,,,Existing,Y,N,,1C057FE8-0D28-42D9-9DE1-BBB92A68A8C4,Default,,,,Millers Point,NSW,2000,AU,,,"Address: level 4/30 Hickson Rd, Millers Point NSW 2000",Phone:(02) 9236 6111, | See outside | Lend Lease | Construction Company | Hours: Open today  9:00 am  5:30 pm | 2 Google reviews | View 15+ more | The GPT Group | Mirvac | Investa Property Group | Goodman | DEXUS Property Group,True
661,661,661,661,661,661,ADMIN486509638528,HERBER20,1138,Herbert Smith Freehills,,A,,,Existing,Y,N,,05012106-2897-4682-AF8D-5FBFA9F9019B,Default,30 Hickson Road,,,Millers Point,,,AU,292375407,,,,,True
662,662,662,662,662,662,ADMIN486509638529,MAUNSE20,262,Maunsell,,A,,,Existing,Y,N,,2109277A-D348-4262-ADCE-381A8A3EDA8E,Default,,,,Milsons Point,NSW,2061,AU,,,,,,True
663,663,663,663,663,663,ADMIN486509638530,ECLIPS20,377,Eclipse Financial Group,,A,,,Existing,Y,N,,75510B84-D450-4968-9FE1-317709B94426,Default,,,,Milsons Point,NSW,2061,AU,,,"Address: 5/30 Alfred St S, Milsons Point NSW 2061",Phone:(02) 9955 9779, | See outside | Eclipse Asset Management PTY Ltd. | Financial Planner,True
664,664,664,664,664,664,ADMIN486509638531,CONSIS30,450,Construct. Information Systems,,A,,,Existing,Y,N,,838FC89C-5590-453C-A190-A1E52F838B94,Default,,,,Milsons Point,NSW,2061,AU,,,"Address: 217/215 Clarence St, Sydney NSW 2000",Phone:1300 797 142, | See outside | Construction Information Systems Ltd. | Construction Company,True
665,665,665,665,665,665,ADMIN486509638532,EASTVI20,671,Eastview Commercial Pty Ltd,,A,,,Existing,Y,N,,EE300B21-3268-412D-A6A5-ECCB0A30A069,Default,,,,Milsons Point,,2061,AU,,,,,,True
666,666,666,666,666,666,ADMIN486509638533,TALSYD20,963,TAL,,A,,,Existing,Y,N,,2A14DA85-1338-41CA-8D9C-124AF19679E0,Default,,,,Milsons Point,,,AU,294489614,,"Address: 363 George St, Sydney NSW 2000",Phone:(02) 9448 9000, | See outside | TAL | Life Insurance Agency | Hours: Open today  8:00 am  7:00 pm | View 1+ more | Amp Limited | Clearview | Windsor Income Protection Pty Ltd | Gio General Ltd. | Insuranceline PTY Ltd.,True
667,667,667,667,667,667,ADMIN486509638534,WEBBAU10,35,Webb Australia Group,,A,,,Existing,Y,N,,FC9ED340-AF61-4760-B346-14F595B3D2E7,Default,,,,Milton,QLD,4064,AU,,,,,,True
668,668,668,668,668,668,ADMIN486509638535,TBHAMM10,73,Tracey Brunstrom & Hammond,,A,,,Existing,Y,N,,1CBA004E-17FC-4C37-8AB0-CFF4A4EBC731,Default,,,,Milton,QLD,4064,AU,,,"Address: 12/15 Blue St, North Sydney NSW 2060",Phone:(02) 9922 2511, | See outside | TBH  project and strategic management services | Business Management Consultant | Hours: Open today  8:30 am  5:30 pm,True
669,669,669,669,669,669,ADMIN486509638536,TRAVCO10,89,Travel Concepts,,A,,,Existing,Y,N,,1CFB152F-4C55-4FE3-8C50-30F224E86CBC,Default,,,,Milton,QLD,4064,AU,,,"Address: 33 Park Rd, Milton QLD 4064",Phone:(07) 3368 3733, | See outside | Travel Concepts | Tour Agency,True
670,670,670,670,670,670,ADMIN486509638537,LINCLN10,292,Lincolne Scott Australia Pty Ltd,,A,,,Existing,Y,N,,ACFF99CA-F5E7-4DA2-968B-74142912B0BD,Default,,,,Milton,,4064,AU,,,"Address: 1 Gardner Cl, Milton QLD 4064",Phone:(07) 3368 6600, | WSP | Engineering Consultant,True
671,671,671,671,671,671,ADMIN486509638538,GBSTHO10,367,GBST Holdings Limited,,A,,,Existing,Y,N,,F6DF86ED-47AA-4D63-AC96-25565616A9B2,Default,,,,Milton,,4064,AU,07 33315579,07 33670181,,,,True
672,672,672,672,672,672,ADMIN486509638539,DELFIN10,693,Delfin Lend Lease,,A,,,Existing,Y,N,,DC92DFAD-0135-41E3-9189-A98DEB332369,Default,349 Coronation Drive,,,Milton,,,AU,732922230,,,,,True
673,673,673,673,673,673,ADMIN486509638540,AECOMQ10,757,AECOM,,A,,,Existing,Y,N,,3C773718-52C1-4BE3-AA06-9AE6C78720D9,Default,,,,Milton,,4064,AU,738586700,,,,,True
674,674,674,674,674,674,ADMIN486509638541,KATEST10,973,Katestone Enviornmental,,A,,,Existing,Y,N,,B2130429-C957-4AE7-B157-32CA0A9A9261,Default,,,,Milton,,4064,AU,733693699,,"Address: 16 Marie St, Milton QLD 4064",Phone:(07) 3369 3699, | See outside | Katestone | Environmental Consultant | Hours: Open today  8:30 am  5:30 am | View 15+ more | BMT WBM | SLR Consulting Australia Pty Ltd | Eco Logical Australia | BROWN | Mining & Energy Technical Services (MET Serve),True
675,675,675,675,675,675,ADMIN486509638542,JMKELL10,979,JM Kelly Project Builders,,A,,,Existing,Y,N,,A07462C6-8C50-4ECC-8E85-ADBCCA42B895,Default,,,,Milton,,4064,AU,735107900,,,,,True
676,676,676,676,676,676,ADMIN486509638543,LUTHER10,1016,Lutheran Community Care Qld,,A,,,Existing,Y,N,,AD2AC226-23B8-4740-9984-1F81AD09574E,Default,,,,Milton,,4064,AU,735114044,,"Address: 24 McDougall St, Milton QLD 4064",Phone:(07) 3858 3000, | See outside | Lutheran Community Care | Church | View 15+ more | Southern Cross Care Inc. | Wesley Mission Brisbane | Prescare | Southern Cross Care Inc | Carinity Hilltop,True
677,677,677,677,677,677,ADMIN486509638544,JUDOQL10,1076,Judo Federation of Qld,,A,,,Existing,Y,N,,140C96D0-373D-4851-8357-21F8054D8B68,Default,Sports House,150 Caxton Street,,Milton,,4064,AU,403042380,,"Address: Sports House, 1.07/150 Caxton St, Milton QLD 4064",Phone:(07) 3162 8390, | See outside | Judo Queensland | Judo School,True
678,678,678,678,678,678,ADMIN486509638545,WYATTQ10,1095,Wyatt Paul and Katie,,A,,,Existing,Y,N,,01DADAC0-AFF2-4287-A52A-91E9F2E30753,Default,,,,Milton,,,AU,0414 270027,,,,,True
679,679,679,679,679,679,ADMIN486509638546,ALCEON10,1182,Alceon,,A,,,Existing,Y,N,,B3119F50-7994-4F86-9990-62922F2829D2,Default,,,,Milton,,,AU,733681500,,,,,True
680,680,680,680,680,680,ADMIN486509638547,ROMAAI10,1057,Roma Airport,,A,,,Existing,Y,N,,07701844-64FA-4AD1-AA9A-DAE3CCDA50A5,Default,,,,Mitchell,,4465,AU,1300007662,,"Address: Cartwright St, Roma QLD 4455",Phone:1300 007 662, | See outside | Maranoa Regional Council - Infrastructure Depot | Government | Hours: Open today  8:00 am  8:00 pm | View 10+ more | Roma Town Council | Sullivan Nicolaides Pathology Roma Collection Centre | Roma Library | Western Star | Roma Hospital,True
681,681,681,681,681,681,ADMIN486509638548,BAILEY20,547,Bailey,,A,,,Existing,Y,N,,E998F7CE-296B-4390-B7F3-49AAEED8FD70,Default,,,,Mont Albert,,3127,AU,,,,,,True
682,682,682,682,682,682,ADMIN486509638549,SELLAE20,183,Ephraim Sella & Georgia McDougall,,A,,,Existing,Y,N,,D6AADC54-E4DE-43DF-BFA0-9C52D1C453BF,Default,,,,Mooball,NSW,2483,AU,,,,,,True
683,683,683,683,683,683,ADMIN486509638550,BARCLM10,521,Laing O'Rourke (BMC) Pty Ltd,,A,,,Existing,Y,N,,9AB1DC42-F9EE-481A-9D4F-BF049808C6A3,Default,,,,Moorooka,QLD,4105,AU,,,"Address: 973 Fairfield Rd, Yeerongpilly QLD 4105",Phone:(07) 3308 7660, | See outside | Laing O'Rourke | Tradesmen | View 3+ more | BMD Constructions | South Bank Station | Thiess | Golding | Stanley Street Plaza,True
684,684,684,684,684,684,ADMIN486509638551,TARONG20,124,Taronga Zoo,,A,,,Existing,Y,N,,8F11F06A-42DE-4B5F-AFE8-9A03AE520C27,Default,,,,Mosman,NSW,2088,AU,,,"Address: Bradleys Head Rd, Mosman NSW 2088",Phone: (02) 9969 2777," | Taronga Zoo | Zoo in Sydney, New South Wales | Taronga Zoo is the city zoo of Sydney, New South Wales, Australia and is located on the shores of Sydney Harbour in the suburb of Mosman. It was officially opened on 7 October 1916. Wikipedia | Opened: October 7, 1916 | Area: 21 ha | Hours: Open today  9:30 am  5:00 pm | Number of species: 340 | Notable animals: Porntip, Gung, Pathi Harn, Thong Dee, Luk Chai | Exhibits: Wild Australia, Chimpanzee Park, more | 4.5 | 157 Google reviews | Harbourside animal attraction with over 340 separate species and a ferry service to the city centre. - Google | ""View different species in there enclosures."" | ""For example, the seal show is really entertaining and fun."" | ""Taronga Zoo is committed to animal and environmental education and conservation."" | View all Google reviews | Popular times | Thursdays | 6a | 9a | 12p | 3p | 6p | 9p | View 15+ more | Sea Life Sydney Aquarium | Wild Life Sydney | Featherdale Wildlife Park | Luna Park Sydney | Taronga Western Plains Zoo",True
685,685,685,685,685,685,ADMIN486509638552,CORNER20,823,Ben Corner,,A,,,Existing,Y,N,,76B3BA8A-E252-4DF2-A452-60927E281738,Default,,,,Mosman,,2088,AU,414646476,,,,,True
686,686,686,686,686,686,ADMIN486509638553,COLLIE20,832,Ben Collier,,A,,,Existing,Y,N,,F47BBF01-F5F3-4589-B8DA-319429B5E5EC,Default,,,,Mosman,,2001,AU,293863393,,"Address: 191 New South Head Rd, Edgecliff NSW 2027",Phone:(02) 9386 3333, | See outside | McGrath | Real Estate Agency | Hours: Open today  7:00 am  7:00 pm | 1 Google review | View 15+ more | BresicWhitney Darlinghurst | Di Jones Real Estate | Laing Simmons Double Bay | BradfieldCleary | Ray White Double Bay,True
687,687,687,687,687,687,ADMIN486509638554,SMITHJ20,1263,Jo-Ann Smith & John Samaha,,A,,,Existing,Y,N,,9C8930B2-3A52-494B-A497-1B73057FF9A7,Default,,,,Mosman,NSW,2088,AU,,,,,,True
688,688,688,688,688,688,ADMIN486509638555,QLDTRA10,131,Queensland Transport,,A,,,Existing,Y,N,,B881590B-5388-43DB-94D7-646EE6A3C60F,Default,,,,Mt Gravatt,QLD,4122,AU,,,,,,True
689,689,689,689,689,689,ADMIN486509638556,NAGELS10,739,John Nagel & Co Solicitors,,A,,,Existing,Y,N,,7E55945A-586D-4FC0-AC21-28FEC157911B,Default,,,,Mt Gravatt,,2122,AU,,,"Address: 1410 Logan Road, Mt Gravatt QLD 4122",Phone:(07) 3349 9311, | See outside | John Nagel & Co | Solicitor | Hours: Open today  8:30 am  5:00 pm | View 15+ more | Hall & Co Solicitors | P.M. Lee & Co | Ian W Bartels & Associates Solicitors | Elliott & Harvey Solicitors & Attorneys | Hatzis Lawyers,True
690,690,690,690,690,690,ADMIN486509638557,HOSMAC20,359,Hosmac India Private Limited,,A,,,Existing,Y,N,,1D5E6EE9-229D-4787-B177-847911945A15,Default,,,,Mumbai,,,IN,,,"Address: 120, Udyog Bhavan, Sonawala Road , Goregaon (East), Mumbai, Maharashtra 400063, India",Phone:+91 22 6723 7000, | Hosmac India Pvt. Ltd. | Health Consultant | Hours: Open today  9:00 am  6:00 pm,True
691,691,691,691,691,691,ADMIN486509638558,AIRFIJ10,969,Airports Fiji Limited (AFL),,A,,,Existing,Y,N,,F847CECE-1D23-41CF-A1C7-8BD67EDC9EA3,Default,,,,Nausori,,,FJ,,,,,,True
692,692,692,692,692,692,ADMIN486509638559,NELSON20,204,Nelson Marlborough Health,,A,,,Existing,Y,N,,41F37AC2-E9EE-4D1A-9169-252BB86B5A4E,Default,,,,Nelson,,,NZ,+64 3 546 1924,,"Address: Braemar Campus, Waimea Rd, Nelson South, Nelson 7010, New Zealand",Phone:+64 3-546 1800, | See outside | Nelson Marlborough District Health Board | Government Office | View 15+ more | Manuka Street Hospital | Nelson Family Medicine | Medical & Injury Centre | Orthopaedic Centre,True
693,693,693,693,693,693,ADMIN486509638560,CONNEL10,439,Connell Wagner,,A,,,Existing,Y,N,,3E61136A-FFC5-4419-9733-1D84EBB40D81,Default,,,,Neutral Bay,,2089,AU,294655599,,"Address: 5, 116 Military Rd, Neutral Bay NSW 2089",Phone:(02) 9465 5599, | See outside | Aurecon | Business Management Consultant | Hours: Open today  8:30 am  5:00 pm | 1 Google review | View 15+ more | Arup | WSP | GHD PTY Ltd. | SMEC Australia Pty Ltd | AECOM Australia,True
694,694,694,694,694,694,ADMIN486509638561,POSITI10,151,Positive Solutions,,A,,,Existing,Y,N,,17949C84-3D96-4DCD-8B4A-90ACE2B7A30E,Default,,,,New Farm,,4005,AU,733581077,,"Address: 1/301 Main St, Kangaroo Point QLD 4169",Phone:(07) 3891 3872, | See outside | Positive Solutions | Business Management Consultant | Thornton Street | Queensland University of Technology | Tucker Brian,True
